timestamp_x,ask_price,bid_price,binance-futures_ethusdt_liquidation_long,binance-futures_ethusdt_liquidation_short
1609462886811160.5,733.6927793696275,733.6552435530086,0.0,0.0
1609462947455980.5,734.0856703910614,734.0676815642457,0.0,0.0
1609463005071109.8,734.3453709198814,734.3314540059348,0.0,0.0
1609463069725687.5,735.2845432692308,735.2581971153845,0.0,0.0
1609463128646085.2,736.2568965517241,736.2251034482758,0.0,0.306
1609463188153506.5,736.9654241071429,736.9329241071429,0.0,0.0
1609463249244558.8,737.1307707129095,737.0890173410405,0.0,0.0
1609463309667552.2,737.3347547974414,737.2950106609808,0.0,10.346
1609463367648430.0,737.6900838574423,737.6565408805031,0.0,0.0
1609463428841429.2,738.0832018561484,738.0535266821346,0.0,0.0
1609463489507606.5,738.9775186567165,738.9453731343283,0.0,1068.684
1609463549655643.5,739.1960594059406,739.1551683168317,0.0,12.0
1609463609376522.0,740.5048752399232,740.4631477927063,0.0,4.441
1609463669626962.0,741.8299272727273,741.7582909090909,0.0,2.44
1609463728899297.8,742.1470038167939,742.0852290076335,0.0,0.0
1609463789371704.8,741.8796881496881,741.8390228690229,0.0,0.0
1609463848873451.0,741.6753971962617,741.6304906542056,0.0,0.0
1609463908401086.2,740.8192565947243,740.7812709832134,0.0,0.0
1609463970236449.0,741.1610845986985,741.1294143167028,0.0,0.0
1609464030241346.5,740.70609561753,740.6684262948207,0.0,0.0
1609464087825039.2,740.7430349344978,740.699017467249,0.0,0.0
1609464149464154.2,741.182358276644,741.1507029478458,0.0,0.0
1609464208276861.2,740.8761961722488,740.8500956937798,0.0,0.0
1609464268587236.8,740.9996238938054,740.9690707964602,0.0,0.0
1609464328751276.0,740.6498478260869,740.6197826086956,0.0,0.0
1609464388986060.8,740.7416402116403,740.7199206349206,0.0,0.0
1609464448668985.2,740.9304600484262,740.912372881356,0.0,13.416
1609464510642020.8,741.2790300230947,741.2560508083141,0.0,0.0
1609464569477171.8,742.1508778625954,742.1105534351145,0.0,0.0
1609464629481730.2,743.3492592592593,743.3110288065843,0.0,4.994
1609464689146847.2,742.9020039682539,742.8635714285714,0.0,0.0
1609464749191732.5,742.8677608695651,742.8350652173913,0.0,0.0
1609464809647104.2,742.0666357308584,742.0411832946636,0.0,0.0
1609464868249846.5,741.6519413092551,741.6286230248306,0.0,0.0
1609464928518867.0,742.0520603015075,742.026055276382,0.0,0.0
1609464991261111.0,744.0324845995893,744.0032648870637,0.0,29.759
1609465049196499.2,746.5516152450091,746.4975680580761,0.0,705.282
1609465109457827.2,747.7817448405253,747.7569418386491,0.0,8.693999999999999
1609465170663527.5,747.4455238095238,747.3959238095238,0.0,0.0
1609465228840965.8,746.7163090128755,746.6742274678112,0.0,0.0
1609465288829238.8,745.9721129707112,745.942719665272,0.0,0.0
1609465349086905.0,747.5280353200883,747.4892494481236,0.0,0.0
1609465408941325.8,747.8572989690721,747.82406185567,0.0,0.0
1609465469972632.8,747.6501867219918,747.6102282157676,0.0,0.0
1609465529252716.2,748.1195634920635,748.0898809523809,0.0,0.0
1609465589641866.8,748.6577652370204,748.6191873589164,0.0,0.0
1609465648709836.2,748.6642127659575,748.6352978723405,0.0,1.179
1609465708938207.0,748.1247380952382,748.0859285714287,0.0,0.0
1609465767800153.5,748.2727981651376,748.2355045871559,0.0,0.0
1609465828408401.5,747.5319239904989,747.4961520190024,0.0,0.0
1609465888989042.2,746.6911333333334,746.6712222222222,0.0,0.0
1609465948391773.8,746.7270111731845,746.7075418994413,0.0,0.0
1609466007153099.8,747.0392439024389,747.0209024390244,0.0,0.0
1609466067257640.0,746.954808259587,746.9341297935102,0.0,0.0
1609466128630626.8,746.6338071065991,746.6089593908629,0.0,0.0
1609466187281560.2,746.1047413793103,746.0891666666666,0.0,0.0
1609466248718096.2,747.4217030567686,747.3948908296943,0.0,0.0
1609466309660584.0,748.5289224137931,748.4985344827586,0.0,0.0
1609466367991067.5,748.5322377622379,748.5122377622378,0.0,0.0
1609466429269294.8,748.7049163179917,748.6712133891214,0.0,0.074
1609466488590915.8,748.3452475247524,748.3248267326733,0.0,0.0
1609466552017436.5,748.1035021097047,748.0646624472574,0.0,0.0
1609466607740165.8,747.5479912663756,747.522576419214,0.0,0.0
1609466669712606.8,747.219298245614,747.1988972431077,0.0,0.0
1609466727499861.8,747.3621276595744,747.33375,0.0,0.0
1609466792034588.5,746.5530808080808,746.5230808080809,0.0,0.0
1609466848721184.5,745.9563309352518,745.9302637889688,0.0,0.0
1609466908461216.0,745.881796875,745.8670052083334,0.0,0.0
1609466970595164.5,745.8768493150685,745.8636643835616,0.0,0.0
1609467031201791.0,746.0560895522389,746.041552238806,0.0,0.0
1609467088971665.8,745.9813157894738,745.9667631578948,0.0,0.0
1609467149326713.2,746.0765482233502,746.0489593908629,0.0,0.0
1609467212473871.2,745.6813563218391,745.6473333333333,2.031,0.0
1609467270487404.8,744.9558898305085,744.9177966101695,8.491,0.0
1609467328058228.2,745.0315560165975,744.9883402489627,0.0,0.0
1609467388791232.5,745.2382808716707,745.2073123486683,0.0,0.0
1609467449278946.2,745.5632577903683,745.5382719546742,0.0,0.0
1609467510565900.0,746.185,746.1598787878788,0.0,0.0
1609467566028169.0,746.2395912806539,746.2167847411444,0.0,0.0
1609467627737740.5,745.3925945945946,745.3630810810812,0.0,0.0
1609467689539222.0,745.8216863905326,745.7970414201184,0.0,0.0
1609467748305527.0,745.5707027027026,745.5412162162162,0.0,0.0
1609467808472596.0,745.0775311720697,745.0466334164589,0.0,0.0
1609467868965983.8,745.579907621247,745.5539030023095,0.0,0.0
1609467928769327.8,745.1233333333333,745.0954032258064,0.0,0.0
1609467986129166.5,745.4280303030303,745.4082954545455,0.0,0.0
1609468050513729.8,745.5955590062111,745.5650931677019,0.0,0.0
1609468107820757.2,745.5516374269006,745.5245614035088,0.0,0.0
1609468170728983.0,745.2290056818182,745.2058522727274,0.0,0.0
1609468230485755.0,744.3371302428255,744.3122737306844,11.407,0.0
1609468290108749.2,743.1704697986578,743.1458165548098,6.279,0.0
1609468348205291.8,743.4641647058824,743.4320705882353,0.0,0.0
1609468410438577.5,743.0683456790123,743.0266419753086,0.0,0.0
1609468470549365.5,742.7506868131868,742.7275274725275,1.738,0.0
1609468528619881.0,743.5616147308782,743.5347025495751,0.0,0.0
1609468588667117.8,743.4261624649861,743.3936974789916,0.0,0.0
1609468652964716.8,744.1980530973452,744.1685545722714,0.0,0.0
1609468709691313.8,744.8326461538461,744.8007076923077,0.0,0.0
1609468765622809.5,744.9639215686275,744.9245658263305,0.0,0.0
1609468829224759.8,745.0672372372372,745.0267267267267,0.0,0.0
1609468891467750.8,744.2621290322581,744.2138279569892,0.0,0.0
1609468951634000.0,744.8537297297297,744.8117567567567,0.0,0.0
1609469008651420.8,744.9894654788419,744.9502449888641,0.0,0.0
1609469069686053.2,745.0580555555555,745.027601010101,0.0,0.0
1609469130155545.0,745.0272634271099,745.0009462915601,0.0,0.0
1609469189297800.5,744.8105191256831,744.7821584699454,0.0,0.0
1609469249524581.5,744.4487209302326,744.4211918604651,0.0,0.0
1609469311437227.8,744.5642088607595,744.5470253164557,0.0,0.0
1609469372389324.5,745.4747317073171,745.454268292683,0.0,0.302
1609469429465756.5,746.2096875,746.1836607142858,0.0,0.0
1609469490529955.0,745.4544610778444,745.4269461077845,0.0,0.0
1609469548275825.5,744.9540750670241,744.9226273458445,0.0,0.0
1609469610651782.5,744.5460516605167,744.5266420664207,0.0,0.0
1609469670950653.8,744.0170746268657,743.9942388059702,0.0,0.0
1609469727983104.8,744.1756473829201,744.1455096418733,0.0,0.0
1609469790113004.8,743.9244705882353,743.8903529411765,0.0,0.0
1609469849664277.0,744.2650969529086,744.2336842105262,0.0,0.0
1609469909791167.8,744.6547769028872,744.626220472441,0.0,0.0
1609469968676340.5,744.5725625,744.5423125,0.0,0.0
1609470027394725.5,744.7079792746115,744.6771761658032,0.0,0.0
1609470086646661.8,745.1370059880239,745.1124251497006,0.0,0.0
1609470149896324.8,744.6086642599278,744.5845487364621,0.0,0.0
1609470210496372.8,744.5015549597856,744.4770777479893,0.0,0.0
1609470272326235.8,744.3557142857143,744.3304983388705,0.0,0.0
1609470329650493.2,744.362397260274,744.3390753424658,0.0,0.0
1609470385766454.8,744.8923493975904,744.8667168674699,0.0,0.0
1609470446654987.0,744.1419736842105,744.1162828947369,1.863,0.0
1609470514796345.2,743.5929166666667,743.562619047619,0.0,0.0
1609470567996993.8,744.4286581469648,744.409840255591,0.0,0.0
1609470631567622.2,745.112445652174,745.0802717391304,0.0,0.0
1609470687365452.5,745.4139873417722,745.3823417721519,0.0,0.0
1609470750224989.5,744.5708833922262,744.5353003533569,0.0,0.0
1609470806580011.2,744.4507037037038,744.4164074074074,0.0,0.0
1609470869252640.8,744.0708148148148,744.0498518518518,0.0,0.0
1609470930197087.2,744.7750500000001,744.7494,0.0,0.0
1609470986830732.0,744.7030714285714,744.6876785714285,0.0,0.0
1609471049297498.0,744.7460557768925,744.725657370518,0.0,0.0
1609471106786872.8,744.6964,744.6770909090909,0.0,0.0
1609471168933963.5,744.6801650165016,744.6543234323433,0.0,0.0
1609471227496060.2,744.5868273092369,744.5655020080321,0.0,0.0
1609471291742222.2,745.0405363984673,745.023448275862,0.0,0.0
1609471349902064.5,744.8464417177914,744.8139877300613,0.0,0.0
1609471408516819.8,743.9195308641974,743.8872592592593,0.0,0.0
1609471471861394.5,743.9202465753425,743.8942739726027,0.0,0.0
1609471529310191.8,744.7342997542997,744.7025552825553,0.0,0.0
1609471588763465.8,744.6039694656488,744.5826717557252,0.0,0.0
1609471649932300.2,744.2920512820514,744.2569230769232,0.0,0.0
1609471707366997.2,744.325994623656,744.2962634408602,0.0,0.0
1609471769329911.5,744.614006116208,744.589633027523,0.0,0.0
1609471827676456.0,744.9639473684211,744.9380409356725,0.0,0.0
1609471888035234.2,744.8996153846155,744.8722727272727,0.0,0.0
1609471950553584.0,745.3835403726708,745.3628260869565,0.0,0.0
1609472006981843.0,746.0957099697885,746.0701510574019,0.0,0.0
1609472073235587.5,745.50021875,745.47390625,0.0,0.0
1609472126441488.2,745.5203124999999,745.4951171875,0.0,0.0
1609472189970066.0,745.6912912912913,745.6576276276276,0.0,0.0
1609472248946500.0,745.6289869281046,745.5937908496733,0.0,0.0
1609472312669547.2,744.8980188679245,744.8805660377358,0.0,0.0
1609472366535893.8,744.8694505494504,744.8487545787546,0.0,0.0
1609472430342616.5,745.9104,745.8779764705882,0.0,0.0
1609472488908013.5,746.8189269406392,746.7917579908675,0.0,0.0
1609472548972950.2,746.7015193370166,746.6741712707181,0.0,0.0
1609472610271250.5,746.2274418604652,746.1967183462532,0.0,0.0
1609472665129164.2,745.9482857142857,745.9212142857143,0.0,0.0
1609472725770399.2,746.0292105263158,746.0080263157894,0.0,0.0
1609472787112130.5,746.2440289855073,746.2232173913044,0.0,0.0
1609472849270906.8,746.0102611940298,745.9927611940299,0.0,0.0
1609472910821537.2,746.288540925267,746.2586120996442,0.0,0.0
1609472965698203.0,745.9819572953736,745.9516725978647,0.0,0.0
1609473031635384.0,745.4130205278592,745.3906158357771,0.0,0.0
1609473087835367.0,745.229696969697,745.2125925925926,0.0,0.0
1609473148392864.0,745.3723624595469,745.3467313915858,0.0,0.0
1609473205787587.2,745.8563492063493,745.8386666666667,0.0,0.0
1609473268497595.8,745.7335815602837,745.7077304964539,0.0,0.0
1609473330557330.2,746.1157632398754,746.0934579439253,0.0,0.0
1609473386726803.2,745.8864853556485,745.8628870292888,0.0,0.0
1609473446413675.2,745.626329113924,745.589746835443,0.0,0.0
1609473511683855.0,745.3457971014493,745.3225724637681,0.0,0.0
1609473570267653.2,745.006127946128,744.9769023569023,0.0,0.0
1609473626979097.8,746.0019576719576,745.9820899470899,0.0,0.0
1609473693268322.8,745.7967096774194,745.7742580645161,0.0,0.0
1609473749754958.8,745.373144329897,745.3487628865979,0.0,0.0
1609473811527257.0,745.0026506024096,744.9832128514056,0.0,0.0
1609473870398008.0,744.9316996047431,744.9000790513834,0.0,0.0
1609473926837731.8,744.3641275167786,744.3353355704697,0.0,0.0
1609473988673624.8,744.5800970873786,744.5457928802589,0.0,0.0
1609474051476687.8,744.6082619647354,744.5787909319898,0.0,0.0
1609474107572741.2,744.7255357142857,744.68875,0.715,0.0
1609474170548923.0,744.2874679487179,744.2648397435897,0.0,0.0
1609474230313475.0,744.1589085545722,744.1313864306785,0.0,0.0
1609474290402682.2,744.3876415094339,744.3566981132075,0.0,0.0
1609474348361162.5,744.1681196581196,744.1476068376069,0.0,0.0
1609474409505225.5,744.3050704225352,744.2819366197183,0.0,0.0
1609474470590554.2,744.3543108504399,744.3263049853372,0.0,0.0
1609474530530986.0,745.0045070422535,744.9770422535211,0.0,0.0
1609474590412648.5,746.30432304038,746.2743230403801,2.0,25.233
1609474648332921.8,746.5621621621622,746.5290540540541,0.0,0.0
1609474708563168.2,746.6623157894736,746.6387368421052,0.0,0.0
1609474766193416.5,746.3694661921709,746.3460854092526,0.0,0.0
1609474830761543.5,746.4454342431762,746.4172952853597,0.0,1.345
1609474889680487.8,746.1700000000001,746.1501730103806,3.037,0.0
1609474949395406.0,746.135552238806,746.1088059701493,6.0,1.186
1609475011335593.8,745.3701538461538,745.3368923076923,0.0,0.0
1609475070416107.8,745.2474052478134,745.219970845481,0.0,0.0
1609475129098701.8,745.6857068062827,745.6615706806282,0.0,0.0
1609475190649902.8,745.595329153605,745.5702821316614,0.0,0.0
1609475251505858.0,745.373072463768,745.3289855072463,0.0,0.0
1609475310166696.8,745.6092187500001,745.56878125,0.0,0.0
1609475373218809.5,745.5388571428571,745.4976190476191,0.0,0.0
1609475429878826.8,745.8618811881188,745.8361633663367,0.081,0.0
1609475490814021.2,744.9705673758865,744.9327423167848,0.0,0.0
1609475548464553.8,744.1502150537634,744.1251612903226,0.0,0.0
1609475612531193.2,743.3736754176612,743.3276372315037,24.183,0.0
1609475667997796.8,742.7689830508475,742.7306779661018,0.0,0.0
1609475730454623.5,743.056674364896,743.0273903002309,0.0,0.0
1609475789849056.0,742.8733576642336,742.8454014598541,10.338,0.0
1609475850221829.0,742.5646746987952,742.5287710843373,0.0,0.0
1609475908454811.8,742.4453395061729,742.4152777777778,0.0,0.0
1609475971285123.0,742.6031967213114,742.5812704918033,0.0,0.0
1609476028244218.5,742.452857142857,742.4249854227405,0.33,0.0
1609476090009039.8,740.961812749004,740.9003585657371,21.761,0.0
1609476148578796.8,741.011088295688,740.9496303901436,4.459,0.0
1609476209705862.5,741.5607249999999,741.51935,0.0,0.0
1609476270487797.8,741.3779240506328,741.3433164556961,0.0,0.0
1609476332074675.5,742.1904289544236,742.1592225201073,0.0,0.0
1609476392215226.8,742.8064985994397,742.7636134453782,0.0,0.0
1609476443623369.2,742.5683846153846,742.5390769230769,0.0,0.0
1609476506127399.2,742.6482747603834,742.6112140575079,0.0,0.0
1609476570411299.5,742.4326459143969,742.4024513618676,0.0,0.0
1609476628601059.8,743.0308358208955,743.0016716417911,0.0,0.0
1609476689476951.8,742.9906896551723,742.9506551724138,0.0,0.0
1609476752665045.8,742.6919672131147,742.6668196721312,0.0,0.0
1609476807606042.5,742.8636524822695,742.8370212765958,0.0,0.0
1609476866194740.0,742.8790540540541,742.84875,0.0,0.0
1609476931345363.5,742.7785185185185,742.750808080808,0.0,0.0
1609476989341743.2,742.622490421456,742.6047509578544,0.0,0.0
1609477048703019.2,741.9545730027548,741.91217630854,0.0,0.0
1609477109351324.5,742.7022185430463,742.6780463576158,0.0,0.0
1609477172338131.5,742.4586861313868,742.4392335766423,0.0,0.0
1609477230332827.8,742.6062695924765,742.5715047021944,0.0,0.0
1609477289750276.5,742.9581560283689,742.9312056737589,0.0,0.0
1609477350126779.2,742.2081818181819,742.1712987012987,0.0,0.0
1609477407666241.2,741.3418023255814,741.3091569767442,0.0,0.0
1609477467867619.5,741.5201510574018,741.4901812688822,0.0,0.0
1609477525220529.2,741.5639416058394,741.5349270072993,0.0,0.0
1609477589991317.2,741.8625961538461,741.846875,0.0,0.0
1609477650872778.8,741.3502970297029,741.3253795379538,0.0,0.0
1609477712186934.8,740.9651274787535,740.9308781869688,0.0,0.0
1609477770737765.0,740.6702,740.632,0.0,0.0
1609477827368280.5,740.4141534391534,740.3825396825396,0.0,0.0
1609477890460537.2,740.3940920716113,740.3575959079284,0.0,0.0
1609477949650078.2,741.2968715083798,741.2669832402235,0.0,0.0
1609478010878642.8,741.251875,741.2225892857143,0.0,0.0
1609478067940106.2,742.0017819148936,741.9750265957447,0.0,0.0
1609478131307951.2,742.5833333333334,742.5444791666666,0.0,0.0
1609478189838524.2,742.4984545454545,742.4573333333334,0.0,0.0
1609478250808036.2,742.4451359516617,742.4003927492447,0.0,0.0
1609478310932836.2,742.059431438127,742.0304347826087,0.0,0.0
1609478369087916.8,742.0633887043189,742.0365448504983,0.0,0.0
1609478431289753.0,741.5054826254826,741.4816988416989,0.0,0.0
1609478487370678.5,741.2863636363636,741.2639510489511,0.0,0.0
1609478549786687.2,741.5260586319218,741.4985342019545,0.0,0.0
1609478611206592.0,741.6168382352942,741.5925735294118,0.0,0.0
1609478669024578.2,741.7506145251398,741.7113687150837,0.0,0.0
1609478730364492.2,741.7673255813953,741.7493798449613,0.0,0.0
1609478788969458.8,742.060664556962,742.036582278481,0.0,0.0
1609478846784785.2,741.2810122699387,741.2561349693251,0.0,0.0
1609478911220987.5,741.5222118380062,741.4919626168224,0.0,0.0
1609478970158420.8,741.1798208955223,741.1522985074627,0.0,0.0
1609479027821390.0,741.1202506963788,741.0911977715878,0.0,0.0
1609479090681406.0,741.6153465346536,741.5888448844885,0.0,0.0
1609479144155504.8,741.1244307692308,741.0927692307692,0.0,0.0
1609479211719788.2,740.7167164179104,740.6912835820896,0.0,0.0
1609479269636706.0,740.5868111455109,740.5448297213622,0.0,0.0
1609479333559085.2,740.4289534883721,740.4093798449612,0.0,0.0
1609479388456171.5,740.1067751479289,740.0785798816568,0.0,0.0
1609479448105835.2,740.1528260869565,740.1298757763975,0.0,0.0
1609479509147475.0,740.8541823899371,740.8337421383648,0.0,0.0
1609479567794842.2,741.2657046979865,741.2472818791946,0.0,0.0
1609479629362772.0,740.9751206434315,740.9490080428953,0.0,0.0
1609479689557296.5,740.6528134556575,740.6258103975536,0.0,0.0
1609479749776585.5,741.0324342105263,740.9940789473685,0.0,0.0
1609479807099341.8,740.9982206405693,740.9743772241992,0.0,0.0
1609479868192259.2,740.958007518797,740.9404135338345,0.0,0.0
1609479925906772.2,741.0070569620253,740.9772784810127,0.0,0.0
1609479988732532.0,741.0353211009174,741.0095412844037,0.0,0.0
1609480052547422.8,741.2638032786884,741.2338360655738,0.0,0.0
1609480108318926.2,741.7789235127478,741.7577337110482,0.0,0.0
1609480167473456.2,741.9075683060108,741.8623770491804,0.0,0.0
1609480229301943.2,741.4653666666666,741.4352666666666,0.0,0.0
1609480290782432.8,741.1295390070921,741.1029432624114,0.0,0.0
1609480349422462.0,740.7112727272728,740.6826909090909,0.0,0.0
1609480407660096.5,740.4865172413793,740.452551724138,0.0,0.0
1609480472698744.8,740.6452380952381,740.6190816326531,0.0,0.0
1609480528382393.2,740.6019905213269,740.5880568720379,0.0,0.0
1609480591708619.2,740.5155769230769,740.4952307692308,0.0,0.0
1609480649530944.8,740.934472361809,740.9170351758794,0.0,0.0
1609480706874462.2,741.1143111111111,741.0945777777778,0.0,0.0
1609480769252772.0,740.6932093023256,740.6724186046512,0.0,0.0
1609480828538597.0,741.6008845208845,741.5794103194104,0.0,0.0
1609480893757150.8,741.8450367647059,741.8316911764706,0.0,0.0
1609480947297170.8,742.0268292682928,742.0081881533101,0.0,0.0
1609481012642272.5,742.1683281733746,742.1484520123838,0.0,0.0
1609481072622916.8,742.4682698961939,742.4417301038062,0.0,0.0
1609481127120957.0,742.9540322580646,742.9129838709678,0.0,0.0
1609481188329901.2,742.553694267516,742.5196815286624,0.0,0.0
1609481249084234.2,742.4039142857142,742.3624857142858,0.0,0.0
1609481309712832.2,742.3630113636364,742.3351420454545,0.0,0.0
1609481367014104.5,742.1532374100719,742.1234172661871,0.0,0.0
1609481425369655.0,742.4768436578171,742.4480235988201,0.0,0.0
1609481486601647.5,742.5156583629893,742.4885765124556,0.0,0.0
1609481547162633.5,742.6157556270097,742.5924437299035,0.0,0.0
1609481608016517.2,742.4909401709402,742.4670940170939,0.0,0.0
1609481666620094.8,742.2518300653595,742.212385620915,0.0,0.0
1609481724181598.8,742.5784730538921,742.5411676646706,0.0,0.0
1609481790692004.0,742.1818875502008,742.1593172690763,0.0,0.0
1609481850627465.5,741.4685220125785,741.4384591194969,0.0,0.0
1609481906249944.0,741.4730383480826,741.4386725663717,0.0,0.0
1609481969540418.5,740.6384866468843,740.6091097922848,0.0,0.0
1609482026464567.8,740.8487697160883,740.8117981072555,0.0,0.0
1609482085464293.0,740.8076872964169,740.7777850162867,0.0,0.0
1609482151502263.0,740.512786377709,740.480866873065,0.0,0.0
1609482215254453.5,739.9970186335404,739.9580434782608,141.488,0.0
1609482268417585.8,740.0785224274407,740.0517678100264,0.0,0.0
1609482330081294.0,739.7813544668588,739.7508069164265,0.0,0.0
1609482392141938.5,738.7862659846547,738.7406649616368,53.35,0.0
1609482450635938.2,738.2789099526067,738.24836492891,0.0,0.0
1609482511432120.8,737.734511494253,737.7024137931035,0.29500000000000004,0.0
1609482568870963.5,737.7009269662922,737.6682022471911,0.0,0.0
1609482626445074.8,738.3070284237726,738.2509302325581,0.0,0.0
1609482690129158.2,738.3313924050633,738.3020569620254,0.0,0.0
1609482752483147.5,738.2460067114093,738.215201342282,0.0,0.0
1609482809989936.8,737.5213902439025,737.4692926829267,37.495,0.0
1609482867288249.2,738.010602739726,737.9737534246575,0.0,0.0
1609482930754648.0,738.9012,738.8712266666668,0.0,0.0
1609482989968684.2,738.9138938053097,738.8829203539823,0.0,0.0
1609483047968613.5,738.9720930232558,738.940465116279,0.0,0.0
1609483110303981.0,738.7571351351352,738.7218918918918,0.0,0.0
1609483168196189.2,738.8667628205128,738.8428846153846,0.0,0.0
1609483230471747.0,738.6997839506173,738.674537037037,0.0,0.0
1609483290899471.0,738.21,738.1829010238907,0.0,0.0
1609483348973016.8,738.7200714285714,738.6945714285714,0.0,0.0
1609483409683730.0,739.1171863117871,739.09608365019,0.0,0.0
1609483468133628.5,739.5442105263157,739.5231888544891,0.0,0.0
1609483530673147.8,739.7288993710692,739.7049685534591,0.0,0.0
1609483589454440.2,739.8346601941747,739.8118122977346,0.0,0.0
1609483649842131.5,739.6520571428572,739.6205428571428,0.0,0.0
1609483707623814.2,739.5840892193308,739.5588475836431,0.0,0.0
1609483769246697.0,739.7194612794613,739.6903367003367,0.0,0.0
1609483828970977.2,739.4166233766234,739.3852922077922,0.0,0.0
1609483888240875.5,739.4230943396226,739.4030943396226,0.0,0.0
1609483949247970.2,739.8922962962963,739.8731851851852,0.0,0.0
1609484009652638.8,739.364,739.3303548387097,0.0,0.0
1609484076361475.5,738.5970070422535,738.5585563380282,0.0,0.0
1609484128070252.2,738.5400623052959,738.5105295950156,0.0,0.0
1609484190918394.5,738.58375,738.5548046875,0.0,0.0
1609484246907595.0,738.8181595092025,738.7760429447852,0.0,0.0
1609484310986487.0,739.4751935483871,739.4544516129032,0.0,0.0
1609484373172106.0,739.7542443729903,739.7266237942123,0.0,0.0
1609484428737284.2,739.7569741697416,739.7312177121771,0.0,0.0
1609484489630160.5,739.5624050632912,739.5417299578058,0.0,0.0
1609484549456675.2,740.0119540229886,739.9921264367816,0.0,0.0
1609484608146651.5,740.0387786259541,740.0099491094147,0.0,0.0
1609484668443025.0,740.122032967033,740.1047252747253,0.0,0.0
1609484728115849.0,740.1187709497207,740.096592178771,0.0,0.0
1609484788269569.2,739.409076923077,739.3804923076923,0.0,0.0
1609484848874910.2,738.7932369942197,738.7628901734104,0.0,0.0
1609484913329444.8,737.7461179361179,737.6840786240786,18.816000000000003,0.002
1609484969280257.0,736.8852834008097,736.836983805668,0.0,0.0
1609485030162563.8,735.9001879699249,735.8110338345865,331.17,0.0
1609485088119314.5,736.7266666666667,736.6699580712789,0.0,0.0
1609485150459620.5,736.8985892116183,736.8530497925311,0.0,0.0
1609485208983724.5,735.9989370932755,735.9498481561823,0.0,0.0
1609485268973316.8,735.3594621513945,735.3198804780877,1.118,0.0
1609485329543832.5,735.8348637316561,735.8013626834381,0.0,0.0
1609485389043005.2,736.2888946015424,736.252030848329,0.0,0.0
1609485448471078.2,737.5889631336405,737.5408755760368,0.0,0.0
1609485507790997.5,738.496375,738.452675,0.0,10.45
